SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakZHVI,PctFallFromPeak
87,142400,0.00140646976090014,-0.0199587061252581,0.0120824449182658,0.0683827593153041,0.0100884674286419,148000,-0.0378378378378378
88,844800,0.00799427275981386,0.0263637468108371,0.134111961337092,0.0910600220211844,0.0287646292937629,844800,0
89,144900,-0.00206611570247934,-0.0301204819277108,0.0211416490486258,0.077210503590476,0.0148015165612678,150800,-0.0391246684350133
90,127800,0.00156739811912226,0.00788643533123028,0.0848896434634974,0.0234761301407613,-0.00886355743782119,150800,-0.152519893899204
91,222400,0.0072463768115942,0.0296296296296296,0.123232323232323,0.0658226679718827,0.0207552757918135,222400,0
92,279500,0.00938967136150235,0.0271958838662257,0.100827097282395,0.0891091222216152,-0.0280536360408975,371900,-0.248453885453079
93,487300,0.0143630308076603,0.0387976977190365,0.116380297823597,0.0656425080984357,-0.000123044126683514,488400,-0.00225225225225225
94,256300,0.00431034482758621,0.0223374551256482,0.0864773208986859,0.0573874692551706,0.0210515115810097,256300,0
95,474300,0.0113006396588486,0.032208922742111,0.0799180327868853,0.061335655586549,-0.00231065236430339,488900,-0.0298629576600532
96,323100,0.00560224089635854,0.0208530805687204,0.0614323258869908,0.0694118585666761,-0.0122547322448852,408500,-0.20905752753978
97,1175700,0.0317683194383502,0.0828958275766786,0.206464853771165,0.120276796898693,0.0732337981005269,1175700,0
98,1301700,0.00641719498994897,0.0132326613217093,0.0523890371089013,0.129046167793969,0.0523720571124413,1301700,0
99,224200,0,0.0108205590622182,0.0457089552238806,0.0543163648486182,-0.020002088577545,278600,-0.195262024407753
100,210900,0.00285306704707561,0.00957395883197702,0.0158959537572254,0.0245660041464797,-0.00316835820162553,218600,-0.035224153705398
101,1125300,0.000177761976713181,0.0116874943810123,0.0421374328579367,0.0910366004731928,0.0177554493248302,1125300,0
102,206000,0.005859375,0.0253857640617223,0.109316101238557,0.068946999526085,0.0226893631825504,206000,0
103,922700,0.0200088436878178,0.077039803898681,0.163702862908311,0.0823800982342389,,922700,0
104,386300,0.00940684609354586,0.0312333155365723,0.179541984732824,0.0719739568728233,0.00342905417583284,386300,0
105,179800,0.00897867564534231,0.0339275445658424,0.087719298245614,0.0698246644892702,-0.0262944178441954,239900,-0.250521050437682
106,500200,0.0127556185462644,0.0392686474132558,0.119767181553615,0.0664565784380802,-0.000994142715657564,505200,-0.00989707046714173
107,152100,-0.00392927308447937,0.00329815303430079,0.0201207243460765,0.0511923041822517,-0.0365422199070486,221800,-0.314247069431921
108,202000,0.00899100899100899,0.0290371879775853,0.0924824229313142,0.0993453547823993,-0.0230302453379638,281300,-0.281905439033061
109,162700,0.0175109443402126,0.0537564766839378,0.0956228956228956,0.0531241759085148,-0.0175929390989787,198500,-0.180352644836272
110,159000,0.00952380952380952,0.0338101430429129,0.091283459162663,0.132634063283879,-0.0302177392432188,235300,-0.324266893327667
111,410100,0.0161050545094153,0.0469747255552719,0.196673475342866,0.130697660055893,-0.00152336892808302,416400,-0.0151296829971182
112,77200,0.0012970168612192,0.0144546649145861,0.0737134909596662,0.026610557894531,-0.0178122055120925,92900,-0.168998923573735
113,229700,0.00174443959877889,0.015922158337019,0.0938095238095238,0.156766997713348,0.000174307172849497,231400,-0.00734658599827139
114,223400,0.000896057347670251,-0.00534283170080142,0.0177676537585421,0.0252629219256957,-0.00359829646568188,235000,-0.0493617021276596
115,633200,0.00988835725677831,0.0259235255994815,0.117937853107345,0.0685191130080918,,633200,0
116,153300,0.00722733245729304,0.0172528201725282,0.074281709880869,0.146167501986417,-0.0321726528568831,212600,-0.27892756349953
117,87000,0.00230414746543779,0,0.0235294117647059,0.00632517066746208,0.00138987619995712,92300,-0.057421451787649
118,172600,0.00758902510215995,0.021301775147929,0.0667490729295426,0.0415679968243055,0.012924094805534,172600,0
119,234100,0.00688172043010753,0.0200435729847495,0.0783049286043298,0.132074835493764,-0.0280360881532912,328900,-0.28823350562481
120,401400,0.00525920360631104,0.0154313179863395,0.0289669315560113,0.0954991684346062,0.0399123896629658,401400,0
121,251700,0.0055932880543348,0.0227549776513612,0.112240388864339,0.143565207690686,-0.028242456661122,335500,-0.249776453055142
122,238300,0.00590966652596032,0.015771526001705,0.0748759585024808,0.13377633073403,-0.0270231549698599,332400,-0.28309265944645
123,197800,0.00253421186011151,0.0107307102708227,0.0622986036519871,0.0582980691663126,-0.0229918857774165,265900,-0.25611132004513
124,583700,-0.00188098495212038,-0.00612974629661161,0.0404634581105169,0.0929340921913573,-0.00319811592558361,620300,-0.0590037078832823
125,445600,0.000449034575662326,0.0033776176536816,0.0460093896713615,0.0994304094969858,-0.00478627511643626,515500,-0.135596508244423
126,390500,0.0124449053668654,0.0327955567310235,0.0953716690042076,0.126563702343836,-0.0112327153143904,437200,-0.106816102470265
127,114500,-0.00261324041811847,-0.0171673819742489,0.0214094558429973,0.0751509253931464,0.0162020977657293,118200,-0.0313028764805415
128,171200,0.00765155974102413,0.0245362058647516,0.0821744627054361,0.11621887780124,-0.0284150786809805,249700,-0.314377252703244
129,301600,-0.000331455087835598,0.00499833388870377,0.0468587296077751,0.116545210637986,-0.0208659211507638,397000,-0.240302267002519
130,851400,0.010803751632435,0.0351367781155015,0.10801665799063,0.072533724141878,0.0183850234981413,851400,0
131,137200,0.00145985401459854,0.014792899408284,0.0308039068369647,0.0217594914642412,-0.0179834186561578,169500,-0.190560471976401
132,58500,0.00688468158347677,0.0245183887915937,0.153846153846154,0.0343935014368344,,58500,0
133,590900,0.00441951385347612,0.0173898071625344,0.0339457567804025,0.0899117281394655,-0.00360004385215384,612600,-0.0354227881162259
134,695100,0.0129699795977849,0.0342210980508853,0.129142300194932,0.0855515036838925,0.0221944687672455,695100,0
135,636000,0.00521574205784732,0.0177628420547288,0.0623016535827626,0.147545908878581,0.00980067733877421,636000,0
136,887600,0.0411730205278592,0.0522821576763485,0.14116739521728,0.109977832315475,,887600,0
137,718000,0.0119802677942213,0.0299813513125807,0.0589970501474926,0.0711844743894747,0.0176928874748477,718000,0
138,526000,0.00612088752869166,0.0205665502522313,0.0958333333333333,0.100137880578415,-0.00184427167438173,542300,-0.0300571639314033
139,813700,0.0055610479485912,0.0163627279540345,0.0331386490604368,0.123187890496413,0.0175447595020921,813700,0
140,166700,0.00482218203737191,0.0183262064752596,0.102513227513228,0.182169309733855,-0.0364685495628979,249500,-0.33186372745491
141,570200,0.0180324941974647,0.039183524694733,0.0852683669585078,0.075150404910866,0.00375949951451626,577300,-0.0122986315607137
142,1594900,0.0126349206349206,0.0321641211493658,0.217295069455045,0.123797887365188,0.0647302236904748,1594900,0
143,546800,0.00275077938749312,0.00681274166820107,0.0619537774325112,0.0975667463933365,-0.00799464826329943,607000,-0.0991762767710049
144,350200,0.00545506747057135,0.0124313385371495,0.0376296296296296,0.0490770484474192,0.00207955655325875,350200,0
145,84500,0.0107655502392344,0.05625,0.178521617852162,0.0238665492419303,-0.0501812688501718,141800,-0.404090267983075
146,756200,0.000926538716082065,0.0039830058417419,0.0320731540876211,0.0749745472445857,-0.00223361976639924,776800,-0.026519052523172
147,251500,0.0286298568507157,0.0770877944325482,0.206813819577735,0.0730282247978671,-0.0349352494333347,361000,-0.303324099722992
148,289500,0.00381414701803051,0.0136554621848739,0.0766084046113797,0.097395496998498,0.04062733757105,289500,0
149,701100,0.000856531049250535,0.0115423459818208,0.143532865764149,0.141401073838955,0.0313090806614886,701100,0
150,90300,0.00444938820912125,0.0100671140939597,0.0284738041002278,0.0040351008674897,0.000778516931320139,98300,-0.081383519837233
151,206300,0.00438169425511198,0.0222993062438057,0.0801047120418848,0.071591535449447,0.0309485719575127,206300,0
152,947900,0.00147913365029054,0.0160788937721085,0.108136544306757,0.115053642465138,0.0295086715959101,947900,0
153,166000,0.00728155339805825,0.0140500916310324,0.0620601407549584,0.0668737168569298,-0.0317036386182658,229500,-0.276688453159041
154,226000,0.0102816271792579,0.0254083484573503,0.0939012584704743,0.181166127846631,-0.0179220099482262,300700,-0.248420352510808
155,698400,0.00576036866359447,0.0453524921418949,0.143418467583497,0.133954400549193,,698400,0
156,1514500,-0.00636399422647946,-0.0211982162476572,0.065798733286418,0.111259544089411,0.03178362968252,1549000,-0.0222724338282763
157,867300,0.00591510090466249,0.0143859649122807,0.0444364161849711,0.0830891315207865,0.00918745375623597,867300,0
158,546900,0.00311812179016875,0.01090573012939,0.0592678675188844,0.0964594951323803,0.000715921191207336,576100,-0.0506856448533241
159,678400,0.00533491404860699,0.0181599879933964,0.0252380232733867,0.0697744244684597,0.0000442324570160135,711600,-0.0466554243957279
160,1332700,0.0419859265050821,0.119445611087778,0.268392500237937,0.103056616403252,,1332700,0
161,579300,0.0131164742917104,0.028039041703638,0.0298666666666667,0.081962038462259,0.0152369566832933,579300,0
162,476200,0.00996818663838812,0.0243063024306302,0.105128800185658,0.134300251491442,0.00281504280942269,476200,0
163,285500,0.000701016473887136,0.00812146892655367,0.0469380271360469,0.0517897015220066,-0.020135063807917,354800,-0.19532130777903
164,1328400,0.00560181680545042,0.0169958658704639,0.0111128025574669,0.101239600990141,0.030433900427896,1328400,0
165,278200,0.000359582883854729,0.0261895979343416,0.125859975718333,0.144936875828142,-0.0256903043661634,364700,-0.237181244858788
166,325300,0.00339296730413325,0.017198248905566,0.0800132802124834,0.0472055408147314,0.0162395920784706,325300,0
167,277100,0.00253256150506512,0.0146466495789088,0.0858150470219436,0.0692093854638343,-0.0225529274279065,351500,-0.211664295874822
168,146500,0.000683060109289618,0.0152460152460152,0.126056879323597,0.155888266478286,-0.0437284097912889,235100,-0.376860910250957
169,540400,0.00148257968865827,0.00576958868416155,0.0562939796716184,0.0957524572262014,-0.0107202948794829,610100,-0.114243566628422
170,249900,0.000400320256204964,0.000400320256204964,0.0313660751134957,0.0194979387552168,-0.00581219927827259,265100,-0.0573368540173519
171,477200,0.00273166631645304,0.00675105485232068,0.0927410121364781,0.051409040877983,0.0406731499733159,477200,0
172,958700,0.00873316498316498,0.0308602150537634,0.0578174997241531,0.0655599917419845,0.0192209586339513,958700,0
173,228600,0.0137472283813747,0.0353260869565217,0.14989939637827,0.154410509260511,-0.0138827316537893,299100,-0.235707121364092
174,116500,0.00344530577088717,0.028243601059135,0.207253886010363,0.078610408312644,0.0231153938222945,116500,0
175,68400,0.0103397341211226,0.0379362670713202,0.128712871287129,0.0430599430955969,-0.0178513591190513,82000,-0.165853658536585
176,955200,0.0376969038565997,0.125751325869181,0.3151590251962,0.103295090139981,,955200,0
177,672600,0.0143266475644699,0.0368429166024356,0.0839645447219984,0.0803590954756066,0.0244038149304331,672600,0
178,428800,0.0106057035116663,0.0347490347490347,0.139819245082403,0.125524135651359,0.0436159468225048,428800,0
179,374100,-0.016044187269858,-0.0260348867482426,0.0484865470852018,0.125867894199938,-0.0149917624373519,440300,-0.150352032704974
180,1624200,-0.000246214452788379,0.00831884777750186,0.0825834833033393,0.116822514480227,0.0398154801071013,1624600,-0.000246214452788379
181,487000,0.00807286276133306,0.0226795464090718,0.075530035335689,0.100064532793494,-0.0034846351178206,534700,-0.0892089021881429
182,127000,0.0225442834138486,0.0681244743481918,0.19698397737983,0.0663722086527159,,127500,-0.00392156862745098
183,383700,0.00392464678178964,0.00339958158995816,0.0158856235107228,0.0764291616248711,-0.0100542158618053,454400,-0.155589788732394
184,108800,-0.00548446069469835,-0.017163504968383,0.0381679389312977,0.0915870043893854,0.0104061682389374,114300,-0.0481189851268591
185,1301000,-0.0013816395455941,0.00323874151758174,0.0393034030995367,0.126113577001156,0.0428112992588991,1302800,-0.00138163954559411
186,218800,0.00875979714153988,0.0340264650283554,0.178879310344828,0.108547599911421,0.00245513270235787,218800,0
187,293400,-0.00170125893160939,0.00376325692781389,0.113472485768501,0.0612085079955302,-0.00232181134465514,301200,-0.0258964143426295
188,120900,0.0298126064735945,0.0901713255184851,0.127798507462687,0,-0.0328815575753899,171300,-0.294220665499124
189,562200,0.0115149334292911,0.0353591160220995,0.110628210193599,0.0934885292892402,0.0501041103498709,562200,0
190,268600,0.00863687570409313,0.0338722093918399,0.131423757371525,0.178812684007273,,268600,0
191,508500,0.0172034406881376,0.0426491695714579,0.153846153846154,0.078370011391415,0.00532475133849952,508500,0
192,169900,0.0017688679245283,0.013118664281455,0.0759974667511083,0.0293787741383642,-0.00215205834957921,174000,-0.0235632183908046
193,487200,0.00557275541795666,0.0175438596491228,0.0582102519548219,0.0945638550769969,-0.00405425231507217,530500,-0.0816211121583412
194,509900,0.00571992110453649,0.0253368188216368,0.107274701411509,0.104151716006929,-0.00172888618957867,520700,-0.0207413097753025
195,266400,0.0102389078498294,0.0246153846153846,0.0931473122691834,0.156262020321533,-0.0148522016177672,344200,-0.226031377106334
196,318300,0.0104761904761905,0.0307642487046632,0.0926879505664264,0.12722176514626,-0.0186409591287836,387500,-0.17858064516129
197,115100,-0.00432525951557093,0.00876424189307625,0.0746965452847806,0.0301790893548448,-0.00374447745877904,124200,-0.0732689210950081
198,654900,0.00831408775981524,0.0240813135261923,0.0678297733572477,0.128450877029652,0.00410715412030616,654900,0
199,239100,0.00125628140703518,0.0165816326530612,0.0804338002711252,0.0707232654665038,0.0332471866849515,239100,0
200,413100,0.00462062256809339,0.0192450037009623,0.0693761325394771,0.100517573213755,0.0435987030731888,413100,0
201,75300,-0.00659630606860158,-0.0131061598951507,0.00668449197860963,0.0132606376318274,,78500,-0.0407643312101911
202,743700,0.00445705024311183,0.0147359803520262,0.0514633111833734,0.0874267789717289,,743700,0
203,607500,0.0094715852442672,0.0358056265984655,0.0648553900087642,0.0872782450931435,-0.00197024983738958,634300,-0.0422513006463818
204,145800,0.0103950103950104,0.0267605633802817,0.102040816326531,0.0858156065131768,-0.0392953130216211,223400,-0.347358997314235
205,890000,0.00564971751412429,0.0225183823529412,0.0810154257257379,0.0833542075191536,0.0329775786215598,890000,0
206,158100,-0.0161792159303049,-0.0429782082324455,0,0.0766197478908797,,181900,-0.130841121495327
207,556100,-0.00197415649676956,-0.00143652361285689,0.0125637290604516,0.093180298085284,0.0191089791326793,559200,-0.00554363376251788
208,529000,-0.000377928949357521,-0.000566786321556773,0.0533651931501394,0.0812211416361768,-0.0139680900548355,628500,-0.158313444709626
209,705200,-0.00745953553835327,-0.0197386711148179,0.0705935934416275,0.0900150372648594,,719400,-0.0197386711148179
210,309000,0.00651465798045603,0.038655462184874,0.15427717594322,0.0553810582571055,,309000,0
211,649500,0.00963780506762008,0.0393662986077772,0.177697189483228,0.149869195262656,0.0124516513442434,649500,0
212,217000,0,-0.00367309458218549,0.0250354274917336,0.0254241941235176,-0.00374651362904121,230200,-0.0573414422241529
213,251300,0.00399520575309628,0.0182333873581848,0.0827229642395519,0.134181038345092,-0.022679970842278,334400,-0.248504784688995
214,262000,0.00885637273777436,0.0376237623762376,0.146106736657918,0.0823321076836143,-0.0282655795486481,350400,-0.252283105022831
215,240200,-0.00124740124740125,-0.00579470198675497,0.0489082969432314,0.0858768256424312,-0.0321973631689447,337200,-0.287663107947805
216,738400,0.00572051212203759,0.0120614035087719,0.0305652477320307,0.0713747175057757,-0.0022735841922138,807000,-0.0850061957868649
217,453800,0.0053167922020381,0.0161218092252575,0.0710408307764928,0.107306190815048,-0.0129730852849822,522900,-0.132147638171735
218,955700,0.00451965524490225,0.0196308545823109,0.0690156599552573,0.127970063457005,0.0355536719549432,955700,0
219,969400,0.0122167693432181,0.0240862032537503,0.0951197469498418,0.100190570349596,0.0301035307790953,969400,0
220,585600,-0.000170735871606625,0.00566718186501803,0.0131487889273356,0.0589828344616143,0.0242345839727804,585700,-0.000170735871606625
221,221000,0.00226757369614512,0.0464015151515152,0.0902812037493833,0.0787248144256198,-0.0110609364965745,252900,-0.126136812969553
222,92100,0.00765864332603939,0.0210643015521064,0.106971153846154,0.0168929676581582,0.00354254008940225,92700,-0.00647249190938511
223,268000,0.00412139378044211,0.0182370820668693,0.0828282828282828,0.050586034337968,0.0169665275135753,268000,0
224,220600,0.00868770004572474,0.0236658932714617,0.114704396159677,0.142953549340209,-0.0273839908118081,306100,-0.279320483502123
225,146900,0.0117079889807163,0.035966149506347,0.120518688024409,0.164839917357322,-0.0484963336211336,245400,-0.401385493072535
226,236800,0.00211595429538722,0.0145672664952871,0.0783242258652095,0.0510660304065045,0.000678198571261834,246600,-0.0397404703974047
227,442700,0.0128117135666895,0.0414020230533992,0.131067961165049,0.0619403298780057,-0.00116708377489394,447900,-0.0116097343156955
228,220900,0.0105215004574565,0.0356305672761369,0.131659836065574,0.211902834904378,-0.007511699748046,257200,-0.141135303265941
229,382500,0.0113696456901111,0.0385555253869128,0.105810928013877,0.10564597392304,0.0231350169472926,382500,0
230,466400,0.0123724766659431,0.0366748166259169,0.103644107903455,0.0592238410488122,-0.0022447623294678,477000,-0.0222222222222222
231,449900,0,0.00581265369997764,0.0511682242990654,0.0566838187736676,0.00406822762285364,449900,0
232,103600,0.0107317073170732,0.0216962524654832,0.0166830225711482,0.0384234657153657,-0.0405963426594141,158900,-0.348017621145374
233,163900,0.0142326732673267,0.024375,0.124914207275223,0.160699697661655,-0.0480546473431835,274800,-0.403566229985444
234,350100,0.00835253456221198,0.026084407971864,0.107560898449858,0.0523991414470371,0.0141525572746184,350100,0
235,279600,0.0309734513274336,0.0828814872192099,0.182241014799154,0.0664406322115132,0.022419007829106,279600,0
236,632700,0.00428571428571429,0.0180209171359614,0.111169652265543,0.106240706481763,0.0581270458340497,632700,0
237,80900,0.0279542566709022,0.0701058201058201,0.131468531468531,0.0440954067139623,0.0132817684453377,80900,0
238,1057900,0.00227380388441497,0.0159416114472294,0.120656779661017,0.113106612252683,0.0323420063617883,1057900,0
